,Lounge Name,Airport,Type Of Lounge,Date Visit,Type Of Traveller,Comfort,Cleanliness,Bar & Beverages,Catering,Washrooms,Staff Service,Recommended,Wifi Connectivity,reviews
57,The Club at ATL,Atlanta Hartsfield Airport,Frequent Flyer,May 2018,,1.0,1.0,2.0,1.0,2.0,1.0,yes,1.0,"❌ Not Verified |  British Airways use this lounge in the International Terminal at Atlanta airport which is a shame given in the old International Terminal they had their own lounge which was head and shoulders above this offering. Upon arrival the lounge was already very full given the number of airlines using it and individuals who can access it via various flyer programmes. There were many dirty plates, glasses and cups on the tables and it appeared only one individual tasked with clearing them, not a great start. The carpet in many places was dirty and food scraps and litter was there for all to see. The food on offer was poor, in reality nothing more than snacks and the two packets of crisps my partner selected both had best before dates of July 2017, which I believe to be unacceptable. One staff member did engage, offering to get us some food, which we politely declined the rest were somewhat indifferent, given this is a customer facing service I was expecting better. Passengers travelling in the premium cabins of many of the airlines using this lounge will I am sure be deeply disappointed at the service offering, when compared with their airlines “own"" lounges. The airlines need to bring pressure for the service and quality to be improved as this is a disappointing way to end a trip."
58,,London Heathrow Airport,Business Class,May 2018,Business,4.0,4.0,3.0,3.0,4.0,3.0,no,4.0,"✅ Trip Verified |  Terminal 5 is one big box! Once through a painless security check it was off to find the BA lounge. First off was the North lounge. The lady said best to try the south one as that was extremely busy. So walked the length of the terminal (which itself is a very very busy place) and to the north lounge. This was far bigger and initially had space. The afternoon wore on and it became very packed. Commuter traffic across Europe is very busy and reflected in the lounge. So with that jumped onto the transit and to T5B concourse where there is a nice small lounge, very quiet, same food choices and had a decent shower and feed before departing. My advice? Use this lounge and not the ones in the main concourse."
59,,Rome Fiumicino Airport,Business Class,April 2018,Business,2.0,2.0,1.0,2.0,3.0,1.0,no,4.0,"✅ Trip Verified |  I was using this lounge as a customer of Qatar Airways, and the lounge is advertised as being open until 20:30. I arrived at 19:50 and it was clear that the surly woman at the reception was in going-home mood. She tried her best to send me to the other lounge that I qualified for, however eventually let me in. The lounge was in a terrible mess. The chars were out of position, newspaper rack in disarray, food selection was a mess. Then at 20:05 I tried to use the restroom, however the floor had already been mopped and the cleaning service cart was placed across the entrance, with the cleaner leaning on a lounge chair next to it, playing on his mobile. I asked him if the bathroom was closed. After a glare from him, he pushed back the cart for me. A moment later when I exited, I overheard him cursing in Italian. By far my worst lounge experience ever."
60,,Dubai Airport,Frequent Flyer,March 2018,,3.0,4.0,4.0,2.0,3.0,4.0,yes,5.0,"❎ Not Verified |  This Terminal 1 BA lounge is better then sitting out in general airport seats, however it is too small for the amount of people they squeeze in. Food is just ok. Personally I prefer a seat with a table that I can use to do some work comfortably. For this reason I think there is too much high top and non table seats in this lounge."
61,,London Gatwick Airport,Business Class,March 2018,Business,5.0,5.0,5.0,5.0,5.0,5.0,yes,5.0,"✅ Trip Verified |  The service is outstanding, very polite and very helpful. Staff was very professional assisting with towels for the shower. I left my phone and their honesty just made me smile. "
62,British Airways Lounge,Edinburgh Airport,Business Class,March 2018,Business,5.0,5.0,5.0,4.0,4.0,5.0,yes,4.0,"✅ Trip Verified |  I've been using this lounge since 2013, it was originally the British Midland (BMI) lounge but when British Airways took over BMI in 2012 they did a complete refurbishment of the lounge and when the lounge was complete they moved into this lounge. It was a big improvement over the previous lounge offering more space, power sockets at every seat and different areas designed for work or relaxation. If you're a regular business traveller you'll appreciate this lounge, if you need to work there's plenty of desk space and if you're finished work and just want to relax there's plenty of comfy seats and a selection of food, hot and cold drinks including alcoholic options. It's my favourite of all the domestic lounges that BA operate. The ideal combination for a business traveller is having access to the BA lounge and flying on BA CityFlyer to London City Airport."
63,Bolero,Warsaw Chopin Airport,Pay to Use,March 2018,,1.0,2.0,3.0,1.0,2.0,2.0,no,,"✅ Trip Verified |  Flying BA in their club Europe class gave me access to this lounge - just showed boarding pass and no problem getting in. However there was no place to sit as it was overcrowded, hot and piles of empty glasses and plates at various tables. Drink selection looked good enough but food looked very basic. Due to the overcrowded lounge I turned around and left. This is the third time I have been to this small stuffy lounge and only once was it reasonably quiet enough to find a place to sit and relax. It’s just not big enough for the traffic they have signed up for."
64,Galleries Lounge T5,London Heathrow Airport,Business Class,December 2017,Business,3.0,3.0,4.0,1.0,3.0,3.0,no,4.0,"✅ Trip Verified |  Good selection of beverages, comfortable lounge, but always the same food served (chicken with a white gravy, pasta with a red sauce, chili-con-carne). That is okay if you only visit the lounge once in your lifetime, but for us who fly across the Atlantic every month it is very monotonous. "
65,Junker,Dusseldorf Airport,Business Class,January 2018,Business,3.0,4.0,2.0,2.0,2.0,3.0,yes,2.0,✅ Trip Verified |  Warm welcome. Plenty of basic seating. Limited choice of food. They claim 340 seats - but there is 1 unisex shower and you need to ask for a towel (these are locked away in a separate cupboard). It’s a weak lounge compared to Galleries at T5. It’s not as nice as Berlin. It’s aweful compared to Cathay Pacific in Paris etc. It is miles better than Hannover. On the plus side - at least it’s air-side.
66,,San Francisco Airport,Business Class,January 2018,Business,3.0,4.0,3.0,3.0,4.0,4.0,yes,3.0,"✅ Trip Verified |  Modern, clean and well attended. Limited array of food and drink options, but everything was fresh and on point. They cater for children and vegetarians and the whole experience was really good. No where in the lounge where you can lay flat and limited seating for a major international - gives it a crowded feeling’. Multiple, individual showers with a ‘cupboard of useful stuff’ - including razors, combs etc - perfect if you’re travelling light. It comes behind the Galleries, way behind Cathay Pacific (Paris etc) - but trounces any German lounge."
67,British Airways First,Chicago O'Hare Airport,First Class,January 2018,,4.0,5.0,5.0,3.0,3.0,3.0,yes,,✅ Trip Verified |  The lounge is much too small and the food selection is lacking in variety. The staff is rather dismissive in theeir attitude. Drinks were available with a wide selection. There is a second lounge across the hall where you have the option to dine before boarding - it is much larger as well as is accommodates Business Class passengers as well. I did not sample the food so I can't say anything about the selection or quality of the food available.
68,T5,London Heathrow Airport,Frequent Flyer,October 2017,,4.0,4.0,3.0,3.0,3.0,1.0,no,4.0,✅ Trip Verified |  Okay lounge with edible food. Can be a bit too busy at times. They allow one guest only which I just found out applies to your children as well. As I have more than one child I could not use the lounge (or had to leave my 8 year old outside). So much for missing my family while travelling for work when BA does not allow me to share the achieved benefits with them. BA frequent flyer programme was already pretty useless - now I am out and will drop BA for good.
